id,created_at,value
0FVE7E4VT4H7HS4FYCRSVZF6M6,2025-04-02T04:09:05Z,32.2
0FVE7E1QQDW66NC0BYB1YK7G96,2025-04-02T04:08:55Z,32.2
0FVE7DYNW2GR2P7KF57E25TDF8,2025-04-02T04:08:45Z,32.2
0FVE7DVJR6WD5XX9WJJB7A48KT,2025-04-02T04:08:35Z,32.2
0FVE7DRFT6NT2KJMSQPVHG353S,2025-04-02T04:08:25Z,32.2
0FVE7DNCQZF7A5Y25131HJDAE4,2025-04-02T04:08:15Z,32.2
0FVE7DJ9R273N9RFSHNVR78SMS,2025-04-02T04:08:05Z,32.2
0FVE7DF6R3D3KZDVWVD253F6FX,2025-04-02T04:07:54Z,32.2
0FVE7DC3PDNZQRZDYG8092Z3SN,2025-04-02T04:07:44Z,32.2
0FVE7D9116ENPPG677E3TQMNRP,2025-04-02T04:07:34Z,32.2
0FVE7D5XW735FGKXG8C87PRN2F,2025-04-02T04:07:24Z,32.3
0FVE7D2TTEHMNE9S17V66RQ5NG,2025-04-02T04:07:14Z,32.3
0FVE7CZRPZ1QFH95A2W6QT3GTH,2025-04-02T04:07:04Z,32.3
0FVE7CWMRHJNP1K063TZBRC0FV,2025-04-02T04:06:54Z,32.4
0FVE7CSHX90GXD1XZDNA3V6K76,2025-04-02T04:06:43Z,32.4
0FVE7CPER9PM173DZET72XGQDH,2025-04-02T04:06:33Z,32.4
0FVE7CKCQSR9C2N9KKV8N4FBS9,2025-04-02T04:06:23Z,32.4
0FVE7CG8TFXJ0H7SF71CNCN7W8,2025-04-02T04:06:13Z,32.4
0FVE7CD6Q8759KCNXQ959V78H2,2025-04-02T04:06:03Z,32.4
0FVE7CA3RPZEKGAGS65HHYDGAS,2025-04-02T04:05:53Z,32.4
0FVE7C71R7V29P6C7PRF4DW04K,2025-04-02T04:05:43Z,32.4
0FVE7C3XTYS061VM0Q6PGS6T3C,2025-04-02T04:05:33Z,32.4
0FVE7C0TQW6ZMKD8488H09D52B,2025-04-02T04:05:22Z,32.4
0FVE7BXQPDS1PQYJMC9W358E68,2025-04-02T04:05:12Z,32.4
0FVE7BTMPM8JWGFPK04C7YF1ZC,2025-04-02T04:05:02Z,32.4
0FVE7BQHPJ8BA6JXB94S1AYMQ3,2025-04-02T04:04:52Z,32.4
0FVE7BMEPTEA0TE58ACW5PB58X,2025-04-02T04:04:42Z,32.4
0FVE7BHBRXX8NJKHQHFJZ1HYFB,2025-04-02T04:04:32Z,32.4
0FVE7BE8TE0BQGVBR3MPX17FK9,2025-04-02T04:04:22Z,32.4
0FVE7BB5XESR376XQ4Z7YNSH81,2025-04-02T04:04:11Z,32.4
0FVE7B82PD1C3RSM9QEF2A1Q49,2025-04-02T04:04:01Z,32.4
0FVE7B50T48XG1KXTY78TK1BRK,2025-04-02T04:03:51Z,32.4
0FVE7B1XSH5CE8X7A211KKA991,2025-04-02T04:03:41Z,32.4
0FVE7AYSPZPR13WNK1E3GT4G6X,2025-04-02T04:03:31Z,32.4
0FVE7AVQPXADBM8PXK97N5NGZG,2025-04-02T04:03:21Z,32.4
0FVE7ARMWMSPE0EAGMJV2PSMCF,2025-04-02T04:03:11Z,32.4
0FVE7ANJXFMZRJ0CMJSDTH3BRK,2025-04-02T04:03:01Z,32.4
0FVE7AJEQJBPR9NRACK1TF6GA2,2025-04-02T04:02:50Z,32.4
0FVE7AFBTWRF97TR5NVSRSB5QZ,2025-04-02T04:02:40Z,32.3
0FVE7AC8NW60516BB64KXDCS52,2025-04-02T04:02:30Z,32.3
0FVE7A95S2RWZD72E0WK1H4M2J,2025-04-02T04:02:20Z,32.3
0FVE7A63MSDA57PJYQCHMYV0NP,2025-04-02T04:02:10Z,32.3
0FVE7A2ZTRCR5MM4EPYCA8ZTBF,2025-04-02T04:02:00Z,32.3
0FVE79ZXRXK1SKMJXTNYB5PC6W,2025-04-02T04:01:50Z,32.3
0FVE79WSSB7Q1K9A1GDYKT7NM2,2025-04-02T04:01:40Z,32.3
0FVE79SPSTMVSZRDVGTE5BTXPE,2025-04-02T04:01:29Z,32.2
0FVE79PKQMNQM8HFJNSV3TPKN8,2025-04-02T04:01:19Z,32.2
0FVE79KGTPQTTJ39FYHYJ0ENT0,2025-04-02T04:01:09Z,32.2
0FVE79GDXR5J7GS1XTGB8Z9Q0D,2025-04-02T04:00:59Z,32.2
0FVE79DBPMCEWP48T6MJHBESVS,2025-04-02T04:00:49Z,32.2
0FVE79A7PAC7NA6K69ATV5WT4E,2025-04-02T04:00:39Z,32.1
0FVE7975PH4R0ASWP0Z17N1HTE,2025-04-02T04:00:29Z,32.1
0FVE7942PND08VKW3KP20FJN6W,2025-04-02T04:00:19Z,32.1
0FVE790ZPTF7WZC0A87Y9S93R3,2025-04-02T04:00:08Z,32.1
0FVE78XXPB373X8F25MX9VKBW3,2025-04-02T03:59:58Z,32.1
0FVE78TSVJX69NPPA7WXBTNGR5,2025-04-02T03:59:48Z,32.1
0FVE78QPNS8JQCY1V7T9M3FTN0,2025-04-02T03:59:38Z,32.1
0FVE78MKR13F249RPVJAVFV174,2025-04-02T03:59:28Z,32.2
0FVE78HFR8VA1EQ5KP0PPY8S8S,2025-04-02T03:59:18Z,32.3
0FVE78EDVBQMZV3S73JKFAQF3F,2025-04-02T03:59:08Z,32.3
0FVE78BA1F1Y876WJ0S66B1A1K,2025-04-02T03:58:57Z,32.4
0FVE7887SQNTQGZD7TNSF5B02Y,2025-04-02T03:58:47Z,32.4
0FVE7855REZKQ4BZVCAV90V4HG,2025-04-02T03:58:37Z,32.4
0FVE7821P572PP9FVST5V1N90D,2025-04-02T03:58:27Z,32.4
0FVE77YYP3ZYGZ0DZTK97YR9YR,2025-04-02T03:58:17Z,32.4
0FVE77VWNX8ZTPA0651RGA0VAP,2025-04-02T03:58:07Z,32.4
0FVE77RRSH7CE1PX9FNSV5Z2SY,2025-04-02T03:57:57Z,32.3
0FVE77NPNZTZ86PG9EPDM38328,2025-04-02T03:57:47Z,32.4
0FVE77JKQG3PZZ9XC1XA9MBD88,2025-04-02T03:57:36Z,32.3
0FVE77FGR2PWX40GRK2DTJNT0Y,2025-04-02T03:57:26Z,32.3
0FVE77CDVB73TJZYY0HY6DA2GN,2025-04-02T03:57:16Z,32.3
0FVE779B3XX53M2FXGYKM8VZ8G,2025-04-02T03:57:06Z,32.3
0FVE7767RTEB93PVXASWAF3VBX,2025-04-02T03:56:56Z,32.3
0FVE7734R97HMQDK7Y822RH8B5,2025-04-02T03:56:46Z,32.3
0FVE7702MJB1KKXCTSCFPCJ2VN,2025-04-02T03:56:36Z,32.3
0FVE76WYV9AZ6RMKZH0VYTKTBZ,2025-04-02T03:56:25Z,32.3
0FVE76SVRV5W1ZHQXA64RP96FW,2025-04-02T03:56:15Z,32.3
0FVE76PRP3R5R47NJ4ETYFWPAG,2025-04-02T03:56:05Z,32.3
0FVE76KPQB300MRT4ZBN1N1FKG,2025-04-02T03:55:55Z,32.3
0FVE76GJPVN1WH4PA7CQRBCK7D,2025-04-02T03:55:45Z,32.3
0FVE76DGMHX3MFVC5Q890M2XEX,2025-04-02T03:55:35Z,32.3
0FVE76ADND481CWAKQHFXNYMPE,2025-04-02T03:55:25Z,32.3
0FVE767AWCK0TXDB8N59ZQS3AV,2025-04-02T03:55:15Z,32.3
0FVE7647XGG4ZXYF99DCK6XZX8,2025-04-02T03:55:04Z,32.3
0FVE7614NV40AT0Z09PPNNHFFP,2025-04-02T03:54:54Z,32.3
0FVE75Y1R4TXGXEATSMQT9PH3C,2025-04-02T03:54:44Z,32.3
0FVE75TYSHMBWZE8424P7EJQDP,2025-04-02T03:54:34Z,32.3
0FVE75QWX37N75FZ4M15W0GBWE,2025-04-02T03:54:24Z,32.3
0FVE75MRS3SM0G588JXXXQGB5K,2025-04-02T03:54:14Z,32.3
0FVE75HNREVW46BPSJCMZYFC04,2025-04-02T03:54:04Z,32.3
0FVE75EJVEB2VNRH1BQHW2D1XC,2025-04-02T03:53:54Z,32.3
0FVE75BFR9YHW74ZQAGYBVET0T,2025-04-02T03:53:43Z,32.3
0FVE758CSE2482AAKGD27HZVYS,2025-04-02T03:53:33Z,32.3
0FVE7559PPY1K7XYKKCXGBTRJ9,2025-04-02T03:53:23Z,32.3
0FVE7526QBT948Z59WTKWSC1GQ,2025-04-02T03:53:13Z,32.2
0FVE74Z3P0GNZP193SR369S0SF,2025-04-02T03:53:03Z,32.2
0FVE74W1T1SVE71E8XSGVQRZ80,2025-04-02T03:52:53Z,32.2
0FVE74RXRX4TN45QQC5WC1QN2D,2025-04-02T03:52:43Z,32.3
0FVE74NVQNCRXCG817CCD3RQXC,2025-04-02T03:52:32Z,32.3
0FVE74JRREP0RBKX7K1DGC3AZW,2025-04-02T03:52:22Z,32.3
0FVE74FNNXV8CAHKEH3878BFB9,2025-04-02T03:52:12Z,32.2
0FVE74CJQJG9K2CZ168NC9DR6P,2025-04-02T03:52:02Z,32.2
0FVE749FQV6EJH0Z0Y8MJB4085,2025-04-02T03:51:52Z,32.2
0FVE746CZGAPSZGPX4HZF82VV0,2025-04-02T03:51:42Z,32.2
0FVE7439RMT8YHCAHECBD930N0,2025-04-02T03:51:32Z,32.2
0FVE7406T4GK88N0Q7R2XK8Q94,2025-04-02T03:51:22Z,32.2
0FVE73X3WWF5GW0A6NJXSM5MQ1,2025-04-02T03:51:11Z,32.2
0FVE73T0SZN7Q7J9795R5BW4FE,2025-04-02T03:51:01Z,32.2
0FVE73PYT9CPJDX2535XD901X0,2025-04-02T03:50:51Z,32.2
0FVE73KVS0W8HK6DA0HNZXJHVP,2025-04-02T03:50:41Z,32.2
0FVE73GQQF2PDF09K5ZWMTQMCJ,2025-04-02T03:50:31Z,32.2
0FVE73DNSH5PWWFHXGX5Y8SX3N,2025-04-02T03:50:21Z,32.2
0FVE73AJSV1392K2KQD6CCWJY9,2025-04-02T03:50:11Z,32.2
0FVE737FRWXCQBS438G52KFWHQ,2025-04-02T03:50:01Z,32.2
0FVE734CYJZEGD7MPYTGVF90DR,2025-04-02T03:49:50Z,32.2
0FVE7319RSVTZX0Q13W8M2T55K,2025-04-02T03:49:40Z,32.2
0FVE72Y6R9DQXMWY26JYBY4NNZ,2025-04-02T03:49:30Z,32.1
0FVE72V3SW0AN69G7MNF60QBZB,2025-04-02T03:49:20Z,32.1
0FVE72QZPHVGRMSJ363VJ9K2MG,2025-04-02T03:49:10Z,32.1
0FVE72MXRG9SQJJWKF9T1S757Y,2025-04-02T03:49:00Z,32.1
0FVE72HTSM6ZXCG81ZQ2KRSR0K,2025-04-02T03:48:50Z,32.1
0FVE72ERXV4M79NT5M6MM8PTHX,2025-04-02T03:48:40Z,32.1
0FVE72BMSVNGSNCCJ84JZP1462,2025-04-02T03:48:29Z,32.1
0FVE728HPVFSK9NZMS1049220D,2025-04-02T03:48:19Z,32.1
0FVE725FQ19K6H00Z2WHN3QMW2,2025-04-02T03:48:09Z,32.1
0FVE722BQDERHKQM0ZM57J88GW,2025-04-02T03:47:59Z,32.1
0FVE71Z8R8QGP8J3W7KSDGK20S,2025-04-02T03:47:49Z,32.1
0FVE71W6T6JWRVP2T61QE3QS5P,2025-04-02T03:47:39Z,32.1
0FVE71S3NBASK3CAWJ1FYVMRAH,2025-04-02T03:47:29Z,32.2
0FVE71P0P3JADC6B0773912Y6C,2025-04-02T03:47:18Z,32.2
0FVE71JXP7SQM1F82MM5876Y78,2025-04-02T03:47:08Z,32.2
0FVE71FTYPWMA0QC12Q39AJCGR,2025-04-02T03:46:58Z,32.2
0FVE71CQR2NADTDPHDMX0S3XS2,2025-04-02T03:46:48Z,32.2
0FVE719MNRX8Z6SYV1QB53PQ8T,2025-04-02T03:46:38Z,32.2
0FVE716HS4J1JD6MDG8G2D0VSW,2025-04-02T03:46:28Z,32.2
0FVE713EV33MRYQX3XKZZ0HAPV,2025-04-02T03:46:18Z,32.2
0FVE710BNTSQ9TMZAE1M20XE6Q,2025-04-02T03:46:07Z,32.2
0FVE70X8N95ZCFXBV1EKTY5E96,2025-04-02T03:45:57Z,32.2
0FVE70T5QF7P3AKZ5SCHCEMDB2,2025-04-02T03:45:47Z,32.2
0FVE70Q2Q5DWXHR9RA4QD8PE13,2025-04-02T03:45:37Z,32.2
0FVE70M0QWKC7ZECTDZBRG6T8K,2025-04-02T03:45:27Z,32.2
0FVE70GWR6WRVNZYMGEGW905GY,2025-04-02T03:45:17Z,32.2
0FVE70DTPE4WX6VSBRF2CFE8Y6,2025-04-02T03:45:07Z,32.1
0FVE70AQQN6E1M25P1VG4QNAAK,2025-04-02T03:44:57Z,32.1
0FVE707MP6VWKTKF6V8Y4TZCH7,2025-04-02T03:44:46Z,32.1
0FVE704HY9AE13G3VS0VNM75PV,2025-04-02T03:44:36Z,32.1
0FVE701ETVXFMBE44RZJGXGERX,2025-04-02T03:44:26Z,32.1
0FVE6ZYCKY9NZNDRSGFC7SQEPN,2025-04-02T03:44:16Z,32.1
0FVE6ZV8Y51CJ9831ZVCW0V81N,2025-04-02T03:44:06Z,32.1
0FVE6ZR5V2528WR7Y2DVV7YZ5J,2025-04-02T03:43:56Z,32.1
0FVE6ZN3PH924SGEZY13CWN90D,2025-04-02T03:43:46Z,32.1
0FVE6ZHZSB1Z15NF2FMCWTCKMH,2025-04-02T03:43:36Z,32.1
0FVE6ZEWNE3H3WEFYGT4SD9G1K,2025-04-02T03:43:25Z,32.1
0FVE6ZBTQZ5ZER2TE9JG6ZA4BB,2025-04-02T03:43:15Z,32.1
0FVE6Z8PNMHSAZ8EKNPNVM0AWX,2025-04-02T03:43:05Z,32.1
0FVE6Z5MRJS671E31PCT801TRE,2025-04-02T03:42:55Z,32.1
0FVE6Z2GNK9E4RVX6RKJZW8DHS,2025-04-02T03:42:45Z,32.1
0FVE6YZFSKMJ4810RCRDBNFMV4,2025-04-02T03:42:35Z,32.1
0FVE6YWBQ64N4FT9GH9G9MJ0P7,2025-04-02T03:42:25Z,32.1
0FVE6YS9MQKX01F5KGX579FAQP,2025-04-02T03:42:15Z,32.1
0FVE6YP5PFXCDQ6PD6DAW9DXG0,2025-04-02T03:42:04Z,32.1
0FVE6YK2S16E8VXB5GEK5ERRDP,2025-04-02T03:41:54Z,32.1
0FVE6YFZQD5DH3Z6JNRHD1GHHM,2025-04-02T03:41:44Z,32.1
0FVE6YCWRS45Y86883ED7NV231,2025-04-02T03:41:34Z,32.1
0FVE6Y9SP3AW5QKFTXDVCRAMAC,2025-04-02T03:41:24Z,32.1
0FVE6Y6PPGNGBXEX0A8M8PASQ9,2025-04-02T03:41:14Z,32.1
0FVE6Y3KPPPCKMAD6MB5HBKXQK,2025-04-02T03:41:04Z,32.2
0FVE6Y0GQFF4Q8GZWQAN2NFMCX,2025-04-02T03:40:53Z,32.2
0FVE6XXETQ9SFXR5DE0STYQRQJ,2025-04-02T03:40:43Z,32.3
0FVE6XTAQM8V4Q38CP8S6VV9VZ,2025-04-02T03:40:33Z,32.3
0FVE6XQ7RYWS09NJZPDQHZ7413,2025-04-02T03:40:23Z,32.3
0FVE6XM5SF5FX6SST9SQHXGCDV,2025-04-02T03:40:13Z,32.3
0FVE6XH1QX6AWJSQZSNG3D2FK9,2025-04-02T03:40:03Z,32.3
0FVE6XDZQTXJ2J4TK5YRDEA1JD,2025-04-02T03:39:53Z,32.3
0FVE6XAWR9MEHXWDQW75CHYAFX,2025-04-02T03:39:43Z,32.3
0FVE6X7SQEFEPVK6VTWNEENBXZ,2025-04-02T03:39:32Z,32.3
0FVE6X4PTD1FT3MDYRX8BF2YQT,2025-04-02T03:39:22Z,32.3
0FVE6X1KQRAQTS81P2PWZA5KF8,2025-04-02T03:39:12Z,32.3
0FVE6WYGQV4BRTB2VD1AQ61RS6,2025-04-02T03:39:02Z,32.4
0FVE6WVDSWS6S2KAXZTRQ59G3H,2025-04-02T03:38:52Z,32.3
0FVE6WRAPPN084MN4TKTASWGY9,2025-04-02T03:38:42Z,32.4
0FVE6WN7P79QR9W34NNEB6Y9AQ,2025-04-02T03:38:32Z,32.3
0FVE6WJ4TPCQ7V6J8092C8H5Q5,2025-04-02T03:38:21Z,32.3
0FVE6WF1SFKST6EH6WSY9ZHV68,2025-04-02T03:38:11Z,32.3
0FVE6WBZQKM542Z3HCAACSZWG1,2025-04-02T03:38:01Z,32.3
0FVE6W8VPYDQ5Q2C7RYQ6KJM5E,2025-04-02T03:37:51Z,32.3
0FVE6W5RPVQZSY3BVXXJ0CE5VQ,2025-04-02T03:37:41Z,32.3
0FVE6W2PWVDKBTAEB35WNJRY5B,2025-04-02T03:37:31Z,32.3
0FVE6VZMZ0TBCXDQDRY5YS6JP1,2025-04-02T03:37:21Z,32.3
0FVE6VWGZCTG5PBFZ9TN3TKYBW,2025-04-02T03:37:11Z,32.3
0FVE6VSDQ045G8TQHB2EF4PMV9,2025-04-02T03:37:00Z,32.3
0FVE6VPARAF598MWBX18Y5R0WK,2025-04-02T03:36:50Z,32.2
0FVE6VK8TCGAB9AVZP3Y1DK956,2025-04-02T03:36:40Z,32.2
0FVE6VG4Q2ZKMCH2Y7B2SB2NNY,2025-04-02T03:36:30Z,32.2
0FVE6VD1VR3Y6AC0EC903D7FPS,2025-04-02T03:36:20Z,32.2
0FVE6V9YRXX8B2KE92W2JP4HBX,2025-04-02T03:36:10Z,32.1
0FVE6V6WPRKAVH93N8GB7DSYSN,2025-04-02T03:36:00Z,32.1
0FVE6V3RR0PHGNS2PQT3PJ2992,2025-04-02T03:35:49Z,32.1
0FVE6V0PTTFQJH0QPYR7TMS3TZ,2025-04-02T03:35:39Z,32.1
0FVE6TXJPK3P3C3T03AV00VEH6,2025-04-02T03:35:29Z,32.1
0FVE6TTGNX80XJS91R6VG2CKGB,2025-04-02T03:35:19Z,32.1
0FVE6TQCNSNKMJPMRA3K9R7G3W,2025-04-02T03:35:09Z,32.1
0FVE6TMB8MB246B8GGJ76D46H7,2025-04-02T03:34:59Z,32.1
0FVE6TH7SX80TBRCJ5E0PQ4B13,2025-04-02T03:34:49Z,32.1
0FVE6TE4NQYGQX1Q0RBZF7YQM5,2025-04-02T03:34:39Z,32.1
0FVE6TB1T7DQQNNZCAMTTJK3XP,2025-04-02T03:34:28Z,32.1
0FVE6T7YP71Z0S4QB8G7JB6X6N,2025-04-02T03:34:18Z,32.1
0FVE6T4VQ72N6ZFJF2BAXN0QY7,2025-04-02T03:34:08Z,32.1
0FVE6T1RR8MR175D3MKZ8H5C3Y,2025-04-02T03:33:58Z,32.1
0FVE6SYP4H0VCX4NZS6ZX1HP83,2025-04-02T03:33:48Z,32.0
0FVE6SVJSDHCB9JSPQKPKF2DKS,2025-04-02T03:33:38Z,32.0
0FVE6SRFQ6VZMD5AXYR9JS7KNT,2025-04-02T03:33:28Z,32.0
0FVE6SNCQ05X3P83PAA0V9RTWK,2025-04-02T03:33:18Z,32.1
0FVE6SJ9PYVXS0KGQCXX2CNHSZ,2025-04-02T03:33:07Z,32.1
0FVE6SF6K51Z29YQSYGEC050PT,2025-04-02T03:32:57Z,32.0
0FVE6SC3VPJ2V72G7CN87KEKF9,2025-04-02T03:32:47Z,32.0
0FVE6S90S2R43K7T56AWDFFQ9J,2025-04-02T03:32:37Z,32.0
0FVE6S5XRGDGJKRKAN3H4K717A,2025-04-02T03:32:27Z,31.9
0FVE6S2VSA25T9PM8AAEZFYD22,2025-04-02T03:32:17Z,31.9
0FVE6RZQQ59JTCA9PRR29417PM,2025-04-02T03:32:07Z,31.9
0FVE6RWPZMWF0HE1WAQ6ZQDW64,2025-04-02T03:31:57Z,31.9
0FVE6RSHT4S7FS6R8459JWAE66,2025-04-02T03:31:46Z,31.8
0FVE6RPFNAGVZT9J9Z4E07CAQH,2025-04-02T03:31:36Z,31.8
0FVE6RKDPVDK9K5NXJMXP62Z5W,2025-04-02T03:31:26Z,31.9
0FVE6RG9PCP51MH55HKS43TAK1,2025-04-02T03:31:16Z,31.8
0FVE6RD6T0EMMERVKC36ZFY92W,2025-04-02T03:31:06Z,31.8
0FVE6RA3TWDPHDKHND68GZF6BC,2025-04-02T03:30:56Z,31.8
0FVE6R70WRXB5FDG368D3R0NFK,2025-04-02T03:30:46Z,31.8
0FVE6R3YSMK51R9AQR0WQ006CK,2025-04-02T03:30:36Z,31.8
0FVE6R0TQP1K9Z06GPWPNZJ21Z,2025-04-02T03:30:25Z,31.8
0FVE6QXRZ0CPMV7CPNKED81RS1,2025-04-02T03:30:15Z,31.8
